uuid,patent_id,text
xsyx5azz60477c560rou7awsa,4490962,DESCRIPTION OF DRAWINGS
h2pa6kudnk7l15h09kg0pimqf,4491318,DESCRIPTION OF FIGURES OF THE DRAWINGS
s5l3naygmppp53o1jan6258f7,4490882,DESCRIPTION OF THE DRAWINGS
8wfn6xqnnxm0xip40w2y8p1ey,4490963,DESCRIPTION OF THE DRAWINGS
grxycpg0zpqgdm90yy6huztxk,4490970,DESCRIPTION OF THE DRAWINGS
cja5iym1uei5lehzux9ftjnsl,4490974,DESCRIPTION OF THE DRAWINGS
chbodsh1u7aiyt11i1gfo5ilh,4490984,DESCRIPTION OF THE DRAWINGS
d8lka5a1bankf8dwfkv4xnb5n,4490999,DESCRIPTION OF THE DRAWINGS
0fvd99f85bu535xq5nv3o2gml,4491004,DESCRIPTION OF THE DRAWINGS
6eog6lxusy4zxd2bxag8jbzqz,4491016,DESCRIPTION OF THE DRAWINGS
fiftqtz7ym43vvm7en4mbu6oh,4491042,DESCRIPTION OF THE DRAWINGS
xvu8v5gk485b7qqgzekz61z55,4491056,DESCRIPTION OF THE DRAWINGS
0qg91kd87kfi1rkdbosc50ffp,4491079,DESCRIPTION OF THE DRAWINGS
8e2rw88930a5nm17e81i40bn6,4491099,DESCRIPTION OF THE DRAWINGS
olamfhtpv0aawe5zru7w4kzyt,4491101,DESCRIPTION OF THE DRAWINGS
yzoekrtx8ts5to0bgtbtlcpqm,4491103,DESCRIPTION OF THE DRAWINGS
3ovoof1sj8sr4wltks4ut65ts,4491166,DESCRIPTION OF THE DRAWINGS
zq91jmii2zkeucuueb9dwf4lh,4491207,DESCRIPTION OF THE DRAWINGS
n3d6krm5qfzlr953xxaoej0zm,4491229,DESCRIPTION OF THE DRAWINGS
qsr5293q10de2fvllbu7smfu6,4491238,DESCRIPTION OF THE DRAWINGS
2vrn23tujqam6mnue8kwcp9j5,4491250,DESCRIPTION OF THE DRAWINGS
iks396vw304drqepps0wnaz98,4491253,DESCRIPTION OF THE DRAWINGS
snwjyyihqfekmjfus91uf1944,4491280,DESCRIPTION OF THE DRAWINGS
46gk0mdotxy6x7zcrhuka842z,4491285,DESCRIPTION OF THE DRAWINGS
qw3nfwaagjrr34ndd4zi3un58,4491306,DESCRIPTION OF THE DRAWINGS
2r96ifhvl45xwq2hb33qmzaep,4491309,DESCRIPTION OF THE DRAWINGS
v3xjc17q11tz61k5gjy44okf6,4491315,DESCRIPTION OF THE DRAWINGS
j9sueacwmbmadx83dmr5mb5ej,4491349,DESCRIPTION OF THE DRAWINGS
zkrdz3ox5di5v301zeq3jl72z,4491352,DESCRIPTION OF THE DRAWINGS
2wpcua4defpyd6yomdygowb8b,4491355,DESCRIPTION OF THE DRAWINGS
nnwkej3jbh3itnttfcveuitct,4491363,DESCRIPTION OF THE DRAWINGS
ywos48gecca4wor2qxeibu94h,4491380,DESCRIPTION OF THE DRAWINGS
91tecokbct0ckdhzkxdlo1z6w,4491389,DESCRIPTION OF THE DRAWINGS
zey8oqdr4zun6cnpvg3ttge5a,4491405,DESCRIPTION OF THE DRAWINGS
65659xllqghepbyv40ts1obi9,4491417,DESCRIPTION OF THE DRAWINGS
uau3saqf5kw9nc25rufehy916,4491419,DESCRIPTION OF THE DRAWINGS
660zxosstxbocqj3z0v5y8exh,4491450,DESCRIPTION OF THE DRAWINGS
t6ji3s2pvfdc24sjt0eyiu9jv,4491488,DESCRIPTION OF THE DRAWINGS
4qnqqvs830bs7eftpofuuoj6u,4491569,DESCRIPTION OF THE DRAWINGS
1jsoaorqtpuvdgcu6tsrxx8pl,4491624,DESCRIPTION OF THE DRAWINGS
37cl4w0eau3oobw4zwfqdiiry,4491657,DESCRIPTION OF THE DRAWINGS
npccxehbhfrovthz1ly960cal,4491720,DESCRIPTION OF THE DRAWINGS
858mx3ke2aougju5px10si3sa,4491724,DESCRIPTION OF THE DRAWINGS
u7qxcjarsolvspl0qcofxwqhr,4491812,DESCRIPTION OF THE DRAWINGS
osqyfpmlh9qgg7qlc9ll1ikxj,4491828,DESCRIPTION OF THE DRAWINGS
j81q0jtzw07xmv1drhfx5cv9b,4491833,DESCRIPTION OF THE DRAWINGS
vjfg97vqptjh9hionneh77tta,4491836,DESCRIPTION OF THE DRAWINGS
zp6acdvbns69rr9zdae5wnkwn,4491862,DESCRIPTION OF THE DRAWINGS
7m58zkpls6ndku6kppjtp8eh7,4491870,DESCRIPTION OF THE DRAWINGS
qxlfwppel7c3x4t63an15giz0,4491896,DESCRIPTION OF THE DRAWINGS
x50wb2pfo5qshy36dla5rh8ri,4491920,DESCRIPTION OF THE DRAWINGS
3px6dz61hb5dxlx0qnx5vnxzw,4491959,DESCRIPTION OF THE DRAWINGS
5ojhtuebey0ihd6mmt08bdfes,4491964,DESCRIPTION OF THE DRAWINGS
an71oj35ovnc7ga4wzs3zrf6p,4491970,DESCRIPTION OF THE DRAWINGS
hsk6yfkc67h9ofvu0q41ne18x,4491971,DESCRIPTION OF THE DRAWINGS
s2dx6t3zqxgizu4aljtwly9sw,4491984,DESCRIPTION OF THE DRAWINGS
6uqom407ec1f1l2g4myri7nk3,4491008,DESCRIPTION OF THE FIGURES
htnwu50o64btzr0muaczgp3gv,4491740,DESCRIPTION OF THE FIGURES
7ftkzu4693ksoc175kp0j05o3,4491186,DETAILED DESCRIPTION OF THE DRAWINGS
jr32t7yrazjhlherwpq20km6z,RE31783,DETAILED DESCRIPTION OF THE INVENTION
z5p1z0eosd71hp05ati9cw2n4,4491255,Detailed explanation of a preferred embodiment may be best understood from the following detailed description of the invention taken with the accompanying drawings in which:
5mn3og5xaxr0dlf50yqbbwrxx,4491748,"Details of the invention will be described in connection with the accompanying drawings, in which:"
okxq7up95gafgaz3xrl72wxxc,4491738,"Different embodiments of the electric generator according to the invention will now be described by way of example with reference to the drawings, wherein:"
78g29v3r4zbq32khsk1qvdn9k,4491024,DRAWING
ddyjwfb7irmuvhm1dfee4oe8f,4491055,DRAWING
kzjukg31bpq7g5rp91ccy9y0u,4491073,DRAWING DESCRIPTION
i71llsdn65mbm8lj2xau9p98z,4491900,DRAWING DESCRIPTION
g89v8z1xqkf6bag9iadm3i1yh,4490918,DRAWINGS
7auz0bmnvtemyu14hhejrbv82,4490933,Drawings
iu7u2qao28byugxrr2kfa1t0v,4491026,DRAWINGS
ntboavk94q3b3blilhq9i0bao,4491110,DRAWINGS
ema6zrq192f8mw9v0dkk0buun,4491351,DRAWINGS
w5cc84hnyq8ua2gzce4gymjbf,4491503,DRAWINGS
uglmc5arye1e8bbuuxzq0x31w,4491785,DRAWINGS
8evvcfweygm2pvcptw0fe2oyc,4491327,DRAWINGS accompany the disclosure and the various views thereof may be briefly described as:
y4t9k8ylbwhwrmw4hz9pfah0j,4491685,Drawings accompany the disclosure and the various views thereof may be briefly described as:
a71egxuohrarsxk2g6icne4z8,4491329,EMBODIMENT OF THE INVENTION
j0361s98kgn7c7uk9m2abj7ir,4491490,"Embodiments and developments of the control device in accordance with the invention and methods using such control devices will now be described in more detail with reference to the accompanying drawings, in which:"
rku70rrmmzn3echd5p0p7uw1r,4491215,"Embodiments of the present invention, given by way of non-limitative example will now be described with reference to the accompanying drawings in which:"
6hm82xt53ba4mymv6j8t1qm8y,4490994,"Examplary embodiments of the parts, essential to the invention, of a flat knitting machine constructed in accordance with the invention will be hereinafter explained in closer detail with reference to the appended drawing. More particularly:"
vwcurqchhnqh7snxm1ef27x35,4491982,Features of the invention and additional objects of the invention will be more readily appreciated and better understood by reference to the following detailed description which should be considered in conjunction with the drawing.
pjah2ack4hrds9413wnd428w0,4491900,"FIG 8 is a view like FIG. 2, showing the detector in position;"
otpcmet2yxnp9kqj0j1y7570h,4491863,"FIG, 5 is an explanatory diagram showing one end of an image displayed on the color display apparatus of FIG. 4;"
3e38b2ie6drayxmmi2p3p82n4,4491950,FIG. 1 a schematic arrangement of the mirrors in a resonator designed in accordance with the invention;
wkcfx7wc5hjmkpsjssdfues05,4491442,FIG. 1 a schematic illustration of the pneumatic feeding device;
n4xbv5qoop75onf1m5ejloi95,4491837,FIG. 1 a simplified block diagram of a logic selection module or LSM.
l6mk5wim6y73p46cu7sja9nj5,4491456,FIG. 1 as a diagramatic vertical longitudinal schematic representation showing one embodiment or the burner;
ozdq5xugnq7rw1nxb5ox34iid,4491613,FIG. 1 comprises an elevation view of the apparatus of the present invention.
vq6vkn8xx66hez9yba0m1vo68,4491930,FIG. 1 comprising FIGS. 1A-1F is a block diagram of a system in accordance with the present invention wherein FIG. 1A is a block diagram of a signal processing system having a separate correlator and compositor; FIG. 1B is a block diagram of a system having a combined correlator and compositor; FIG. 1C is a block diagram of a system having a plurality of transmitters and a plurality of correlators for correlation-after-compositing; FIG. 1D is a block diagram of a system having a plurality of transmitters and a plurality of correlators for compositing-after-correlation; FIG. 1E is a block diagram of a data processing arrangement in accordance with FIGS. 1A-1D for providing frequency-domain correlation and frequency-domain compositing; and FIG. 1F is a block diagram of a data processing arrangement in accordance with FIGS. 1A-1D for providing frequency-domain correlation and time-domain compositing.
do9q14kszj1tqwjqsjqrl21xu,4491551,"FIG. 1 corresponds to FIG. 7 of my said application Ser. No. 325,817 that illustrates one embodiment of the invention, with parts being shown partially in section and in elevation, and the liquid flow being illustrated diagrammatically by arrows to bring out the special nature of the injector device involved;"
gptcye97nmzjh3aouhxj7dkhi,4491836,FIG. 1 depicts a block diagram of a graphics data system.
uf0o8szfqtx8aewfqqx4dls9i,4491413,"FIG. 1 depicts a prior art Sagnac rotation-sensing interferometer disclosed in U.S. patent application Ser. No. 314,298, now U.S. Pat. No 4,420,258, by Burns and Rashleigh which operates at quadrature, or maximum sensitivity, for near-zero rotation rates."
odvy5v28gx1m2k795sev66625,4490871,FIG. 1 diagrammatically depicts how water is diverted from a shower head line into the housing for the water wheel that turns the novel brush.
gneubj4slrfr1nxh7jqlwp6ij,4491343,"FIG. 1 diagrammatically illustrates the invention in a sectional view taken along line I--I of FIG. 2 showing a sliding guide mounted on the vehicle, a plate type slider movable within the guide, a deflector device having a deflector fitting with a deflector plate mounted on the slider and slideable therewith, and a deflector cross piece with a deflector surface over which the safety belt passes. A clamping device beneath the deflector device has a U-shaped fitting with a stationary jaw and a spaced swivelable jaw between which the belt passes to the deflector member. The stationary jaw is fixedly mounted on the swivelable jaw eccentrically mounted on the U-shaped fitting such that swiveling of the swivelable jaw will clamp the belt between it and the stationary jaw. The slider is disposed adjacent a flattened surface of the swivelable jaw. A spring urges the swiveling jaw away from the stationary jaw. A strong pull on the belt sufficient to overcome the spring force pulls the deflector down and with it the attached slider which moves against the flattened surface of the swivelable jaw causing it to swivel and move against the fixed jaw and clamp the belt."
pbrzqm78v0q93cnjssaxannbp,4491002,"FIG. 1 diagrammatically illustrates the process of plastic deformation of the walls of the preformed helical groove, according to the invention;"
xfygzfxmwzb0ll50r1rniii1u,4491711,FIG. 1 illustrates a desk mounted sealer;
dj0nwifkyk4ussfjyb30smi7z,4491501,"FIG. 1 illustrates a flow schematic of a four stage, brown stock pulp washing plant."
ia5t297fi5al8vab8ujpcmfzt,4490922,"FIG. 1 illustrates a front view of an apparatus for drying and calcinating coated welding electrodes with the use of induction heating, according to the invention;"
h8hmrqcjo6p4w5dbwd1nqdifv,4490945,FIG. 1 illustrates a keel-tipped playback stylus riding in a disc groove;
f9vmqvlrv80p8sw7c1k1d34bc,4491158,FIG. 1 illustrates a perspective view of a gripper clamp projectile constructed in accordance with the invention;
4dxgdik8837euc91pcgcn1u0s,4491933,FIG. 1 illustrates a perspective view of a word processor including a printer;
4e688ukub1724npzd5e2axe9t,4491191,FIG. 1 illustrates a side elevation view of the engine hood;
06w19rxeiq8in0ahdqcr1834n,4491227,FIG. 1 illustrates a wide-span heay load hoisting assembly of the crane type according to the invention;
ulujysc6gwziuczmqbpcu1i84,4491947,FIG. 1 illustrates an exemplary frame of an SS/TDMA system comprising three time slots wherein a fixed switching assignment is employed;
k295p80wci7ghse0f9tvx7jg6,4491983,FIG. 1 illustrates an information distribution system designed in accordance with the invention.
7l59livy8ff11lbkudmdf9qyu,4491103,FIG. 1 illustrates an internal combustion engine in which the lubricant level maintenance system of the invention has been installed.
co4xg0d9h5g9ld1pk3wp8vqqb,4491751,"FIG. 1 illustrates an isometric general view of a single-phase step motor, according to the invention;"
n6qswuf2fng0var81p9r7wlfw,4491878,FIG. 1 illustrates how the special reproduction heads of a known video reproduction system traces the field tracks of a magnetic tape during still picture reproduction and shows the waveform of a reproduction control signal used to achieve the still reproduction;
j4kvnjvceybcfqrlunxsmamlu,4491179,FIG. 1 Illustrates my invention in operation in a single well.
c9zw9fgg9g0w7aozyd1dclzb3,4491604,FIG. 1 illustrates one deposition system within which the process in accordance with the invention may be practiced;
23igurhbcbnkmyrrabtjr0ka3,4491487,FIG. 1 illustrates rust proofing grades of a ferritic stainless steel sheet (19% Cr--2% Mo steel and No. 2 finish) which was subjected to a chemical conversion treatment by using the bath containing sodium bichromate and sulfuric acid at various concentrations and then subjected to a 24 hour immersion test in an aqueous solution of 5% sodium chloride and 0.2% hydrogen peroxide at 30.degree. C.
tkvkm0dt8tro3vwk0ijwvho4a,4491008,FIG. 1 illustrates schematically an installation permitting the determination of the void coefficient in an enclosure.
4tochrupbtxmst7wfu30z0ojs,4491626,FIG. 1 illustrates the laminated construction of the photosensitive member according to a first embodiment of the present invention;
tvw5e6fpvqo0h5kwr8ztqd0gx,4491952,FIG. 1 illustrates the side view along the cutline in
ltjjeviepkiwdwyj4tu9cpjqx,4491781,"FIG. 1 illustrates, in perspective, a tester unit as contemplated, and further illustrates, in dashed outline, a patch cord equipped with the usual plugs at its opposite ends;"
5m27lwd80p3vkw7t9caltfytr,4491111,FIG. 1 is a basic schematic illustration of a fuel injection apparatus;
j6zys1vi0ek1c1l3p8c38k021,4491869,FIG. 1 is a block circuit diagram of apparatus for coding and decoding in accordance with the system of the invention;
noas9qycujcilr088v76a6xxj,4491733,FIG. 1 is a block circuit diagram of one embodiment of the present invention;
oztfa0txil2h2pxvi2v96u3wj,4491904,FIG. 1 is a block circuit diagram showing an arrangement of a chopper control apparatus according to an examplary embodiment of the invention;
5qf0xno9veun5kh4ak3y76tn9,4491914,FIG. 1 is a block diagram for explaining a prior art initial program load system;
bp3c1hw75nh4m4lyqpemghs3w,4491932,FIG. 1 is a block diagram illustrating a basic associative memory used in the associative processor of the present invention;
9x1p2fsdn7nxa503kgjtmwrcw,4491865,FIG. 1 is a block diagram illustrating an endoscope for providing a full color picture of a target which contains a compacted electro-optical package embodying the teachings of the present invention;
642749p3t1epv1t32tg1yubft,4491725,"FIG. 1 is a block diagram illustrating the relationships of the entities and the parties involved in the processing of insurance claim forms for showing the method of operation of the present invention,"
3axk0h6zz74yxj3e5soz3su9l,4491115,FIG. 1 is a block diagram illustrating the whole arrangement of a fuel supply control system to which is applicable the method according to the present invention;
ofqk466hmyjlaqt2w3x6bz3zg,4491108,FIG. 1 is a block diagram illustrating the whole arrangement of an idling rpm feedback control system to which is applicable the method of the invention;
a1f5mndtgkk4thjj0c3nse7e2,4491107,FIG. 1 is a block diagram illustrating the whole arrangement of an idling rpm feedback control system to which is applicable the method of this invention;
xni6u8qbpyzxdkjvzhizxlqf0,4491109,"FIG. 1 is a block diagram illustrating, by way of example, the whole arrangement of an idling rpm feedback control system to which the method of the present invention is applied;"
rb4bip6scljyw7mjbd0r9yuzf,4491805,FIG. 1 is a block diagram of a carrier-wave regenerating device illustrating the prior art;
dxol5g120qkpm7e6g4zhr9vpl,4491838,FIG. 1 is a block diagram of a communication network constructed according to the invention.
bszoyolswgkjo1c9q0vqoeny8,4491198,FIG. 1 is a block diagram of a conventional apparatus for signaling elevator malfunctions;
znex7o9qluj65qhgxwn0j0gtx,4491834,FIG. 1 is a block diagram of a display controlling apparatus in the prior art.
s8p6mn3l840a1ensycx2dsg07,4491909,FIG. 1 is a block diagram of a facsimile system incorporating the present invention;
hcba37vgfg71iyg3lamyyjwo5,4491968,FIG. 1 is a block diagram of a first embodiment of the invention in which a crystal oscillator is modulated to generate a radiated signal indicating the nature of the malfunction detected; and
403omapq8st7vr7wc1vy5yuxf,4491907,FIG. 1 is a block diagram of a microprocessor chip detailing the input and output;
8016cff2kfmaq5v9wjdayjord,4491937,FIG. 1 is a block diagram of a multiport register file configured in accordance with the present invention;
jg30ur7k6s0nwya7bhbkkk4ok,4491826,"FIG. 1 is a block diagram of a position control circuit with a converter according to the invention, and"
hx58ym80dhw2rk5rx468vll0g,4491876,FIG. 1 is a block diagram of a preferred embodiment of the present invention;
iiqh2yyc49xi5lemzeufs8bot,4491964,FIG. 1 is a block diagram of a prior art circuit;
37pxwekbxi29v137jfnz284bb,4491911,FIG. 1 is a block diagram of a prior art data processing system using associative addressing;
y1eljh6l88c8lxhnrsc0adwog,4491873,"FIG. 1 is a block diagram of a prior facsimile system,"
gycyo69hl579ppmi0rlkqqomi,4491884,FIG. 1 is a block diagram of a system for monitoring the alignment of a read-write head in a magnetic disk data storage device utilizing a process in accordance with the present invention; and
ypkk1lwsgjvx0dajy6jkp10di,4491802,FIG. 1 is a block diagram of a typical conventional wide-band amplifier system;
pd1qs2b3ku7w9nqbdpb2xt3kl,4491870,FIG. 1 is a block diagram of a typical prior art sync separator;
rt3n08ggae1zeulfkj2xlro71,4491691,FIG. 1 is a block diagram of an electronic tone ringer showing the major functional circuit components of the ringer and their general interconnection with each other in accordance with the present invention;
jtwhg2jwf87yja4vr4dmxpfqn,4491840,FIG. 1 is a block diagram of an intervehicle distance control system for vehicles in accordance with a first embodiment of the present invention.
wlme1zq1o720hzevets7bgfd2,4491020,FIG. 1 is a block diagram of an ultrasonic microscope previously proposed by the present inventors;
yinisccfxopgewbdfbqvxdef9,4491009,FIG. 1 is a block diagram of the electrical circuit of the present invention;
ygg084sx2awfs4u7sqnhfrp6t,4491916,"FIG. 1 is a block diagram of the Large-Volume, High-Speed Data Processor;"
